"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP73","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP74","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP75","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP76","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP77","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP78","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP79","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP80","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX01","Support conservation measures in another EU Member State",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP81","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP82","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP83","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP84","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP85","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP86","Ports and traffic","not specified","MATL","ES","Spain","Species","1350","Delphinus delphis","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CH01","Reduce impact of military installations and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas planteadas en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP87","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX01","Support conservation measures in another EU Member State",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP88","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,1,1,0,1,1,0,0,5
"HDSP89","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX02","Support conservation measures in countries outside the EU",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP90","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP91","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX01","Support conservation measures in another EU Member State",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP92","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP93","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP94","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP95","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX02","Support conservation measures in countries outside the EU",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP96","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,1,1,0,1,1,0,0,5
"HDSP97","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP98","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG15","Other measures related to exploitation of species",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP99","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP100","Ports and traffic","not specified","MATL","ES","Spain","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Son medidas contempladas en el borrador de Plan de Recuperación elaborado por la Subdirección General para la Protección del Mar",1,0,0,0,0,0,0,1,1,0,1,4
