"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature Name","Water body category","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","Measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDH55","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF04","Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH56","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH57","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CE06","Habitat restoration of areas impacted by transport",1,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH58","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH59","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH60","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CN02","Implement climate change adaptation measures",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH61","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH62","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI02","Management, control or eradication of established invasive alien species of Union concern",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH63","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CL01","Management of habitats (others than agriculture and forest) to slow, stop or reverse natural processes",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH64","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI01","Early detection and rapid eradication of invasive alien species of Union concern",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH65","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CN02","Implement climate change adaptation measures",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH66","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF04","Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH67","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH68","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE06","Habitat restoration of areas impacted by transport",1,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH69","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH70","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CI02","Management, control or eradication of established invasive alien species of Union concern",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH71","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CL01","Management of habitats (others than agriculture and forest) to slow, stop or reverse natural processes",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH72","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CI01","Early detection and rapid eradication of invasive alien species of Union concern",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH73","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH74","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF04","Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH75","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH76","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CE06","Habitat restoration of areas impacted by transport",1,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH77","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CN02","Implement climate change adaptation measures",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH78","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1110","Sandbanks which are slightly covered by sea water all the time","Coastal and open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CL01","Management of habitats (others than agriculture and forest) to slow, stop or reverse natural processes",0,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH79","Ports and traffic","not specified","MBLS","BG","Bulgaria","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","in","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
