"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Season","Measure Impacts to","Feature code","Feature name","Sub-unit","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Measure status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"BD78","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,1,
"BD79","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,1,
"BD80","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,1,
"BD81","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,1,
"BD82","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD83","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD84","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD85","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD86","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD87","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD88","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD89","Ports and traffic","not specified",,"PL","Poland","W","Birds","A001","Gavia stellata",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD90","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD91","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD92","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD93","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD94","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD95","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD96","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD97","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD98","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD99","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD100","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD101","Ports and traffic","not specified",,"DE","Germany","P","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD102","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD103","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD104","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD105","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CI04","DO NOT USE Management, control or eradication of other alien species",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD106","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD107","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG09","Other measures to reduce impacts from marine aquaculture infrastructures and operation",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,
"BD108","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD109","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC12","Reduce/eliminate noise, light, thermal and other forms of pollution related to resource exploitation and energy production",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD110","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD111","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD112","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD113","Ports and traffic","not specified",,"DE","Germany","W","Birds","A002","Gavia arctica",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CC01","Adapt/manage extraction of non-energy resources",0,"maintain","in","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD114","Ports and traffic","not specified",,"ES","Spain","W","Birds","A002","Gavia arctica",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CN01","Adopt climate change mitigation measures",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,
"BD115","Ports and traffic","not specified",,"ES","Spain","W","Birds","A002","Gavia arctica",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CN01","Adopt climate change mitigation measures",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,
